reminder,reply,intent,dpd,amount,loan,tone,region,ptp_date,ptp_amount,dispute_type,excuse_type,cibil_mentioned,legal_mentioned
"Sir, aapka ₹12000 ka EMI 33 din se overdue hai. UPI maadtini karein.","Mujhe lagta hai system mein problem hai, maine 4 din pehle ₹10000 UPI kar diya tha, aap check karein",dispute,33,12000,personal loan EMI,worried,bangalore,,,payment already made,,False,False
"Rahul ji, ₹15000 ka EMI 87 din se overdue hai. CIBIL score affect ho sakta hai. Settlement offer: ₹7000 turant UPI se karein: rzp.io/pay","Bhai, main kya bolu, abhi bahut tension hai. Office mein problem hai, 2-3 din mein koshish karunga, pakka 🙏",promise_to_pay,87,15000,BNPL payment,desperate,delhi,in 2-3 days,,,office problem,True,False
"₹6200 ka EMI 13 din se due hai, aapki CIBIL score par asar pad sakta hai","Mujhe pata nai tha ki itna late fees lagega, thoda settlement ho sakta hai kya?",dispute,13,6200,bike loan EMI,worried,hyderabad,this week,5000,late fees,unaware of late fees,True,False
"Hi, aapka ₹50000 ka BNPL payment 13 din se overdue hai. Aapko late fees bhi dena padega. Aap full payment kar sakte hain ya partial payment kar sakte hain? UPI se payment karne ke liye yeh link use karein: <link>","Sorry boss 😊 ₹4000 abhi bhej raha hun, baaki 15 din mein pakka",partial_payment,13,50000,BNPL payment,desperate,hyderabad,15,50000,,financial difficulties,True,False
"Rahul ji, aapka ₹10000 ka EMI 28 din se overdue hai. Sun, aapko late fees bhi dena padega. Turant payment karo.","Next week kar dunga, bhai 🤞 👍",refusal,28,10000,mobile loan EMI,evasive,delhi,next week,10000,,not willing to pay,False,False
"Pramod ji ₹6000 bike loan EMI pending hai, 60 days se overdue hai. Legal action lena padega, agar aap payment nahi karte. Aapko UPI se payment karna hai?","boss, legal action mat karo, main try karta hun, ₹10000 abhi doonga, baaki thoda time do",refusal,60,6000,bike loan EMI,desperate,hyderabad,,6000,,,False,True
Sir ₹18000 EMI 15 days overdue hai. Definitely CIBIL score affect hoga.,"Sorry 🤕 ₹9000 abhi bhejta hun, baaki 2 hafte mein, UPI link bhejna",partial_payment,15,18000,business loan EMI,worried,hyderabad,14,9000,,financial constraint,True,False
"Suresh ji, aapka ₹9000 ka bike loan EMI 31 din se overdue hai. Legal notice bhejne ki zaroorat nahi hai, aap khud payment karein.","Bhai, mujhe 2 hafte ka time do, main 4500 bhej sakta hun, baaki 15 din mein pakka.",partial_payment,31,9000,bike loan EMI,evasive,delhi,15,4500,,request for time,False,True
Ramesh ji ₹30000 ka loan pending hai. CIBIL score kharaab hoga agar settlement nahi hoga. ₹30000 pay karne ka link bhejta hoon,"Main kuch nahi kar sakta, meri salary abhi nahi aayi hai. Kuch din aur wait karo",refusal,7,30000,mobile loan EMI,worried,bangalore,,,,financial constraint,True,False
"Rahul ji, ₹10000 EMI 83 din se pending hai. Late fees ₹2000 lag gaye hain. Abhi ₹12000 UPI se karein: rzp.io/pay","bhai salary abhi nahi aayi, jaldi se kar dunga 👍",promise_to_pay,83,10000,credit line EMI,evasive,delhi,,,,salary,False,False
₹4500 EMI pending hai. Settlement offer hai ₹8000. ₹4000 abhi bhej sakte hain?,"Sorry boss, ₹4000 nahi ho payega. ₹2000 abhi bhejta hun. Baaki 2 hafte mein bhejunga.",partial_payment,6,4500,BNPL payment,polite,hyderabad,2 weeks,4500,,temporary financial difficulty,False,False
"Vikas bhai, aapki ₹9000 bike loan EMI due hai. 15 din se zyada ho gaye hain. Aapko settlement karne ki zaroorat hai.","Bhai, ₹4500 abhi bhej sakta hun, baaki 15 tarikh ko bhejunga, pakka. ✅",partial_payment,15,9000,bike loan EMI,polite,delhi,15,4500,,,False,False
"Ravi ji, ₹15,000 EMI pending hai. RBI guidelines ke mutabiq, aapka CIBIL score bhi affected ho sakta hai.","Bhai, ₹5000 abhi bhejta hun, baaki 2 hafte mein pakka.",partial_payment,41,15000,mobile loan EMI,cooperative,hyderabad,14,5000,,,True,False
"Rahul ji, ₹9000 bike loan EMI pending hai. 29 days ho gaye. Abhi payment karo, nahi toh settlement ka option bhi khatam ho jayega.","Okay ra, kal tak payment kar dunnga.",dispute,29,9000,bike loan EMI,evasive,hyderabad,kal,9000,,vague timeline,False,False
"Sir, ₹8000 EMI 25 din ho gaye due. CIBIL score affect hoga. Abhi karein: rzp.io/pay","beku, 2-3 din mein transfer kar dunga. Abhi ghar mein kuch problem hai",promise_to_pay,25,8000,credit line EMI,evasive,bangalore,2-3 days,8000,,personal problem,True,False
"Hi Anna, ₹18000 ke EMI ka payment 2 din ka overdue ho gaya hai. UPI se payment kar sakte hain. Payment link share karta hun","Boss, kuch nahi kar sakte. Paise nahi hain 😔",refusal,2,18000,mobile loan EMI,resigned,hyderabad,,,,permanent financial difficulty,False,False
"Hi Saurabh ji, ₹12000 EMI 8 din overdue hai. Turant payment kar dein nahi toh late fees bhi deni padegi: rzp.io/pay","Yaar office mein busy tha kal tak kar dunga, sorry bhai 🙏",promise_to_pay,8,12000,business loan EMI,polite,delhi,kal,12000,,office,False,False
Aapke ₹6500 EMI pe 56 days late fees lag raha hai. UPI karke payment karein.,"Enti boss, maine 2 weeks pehle UPI kar diya tha. Aap check karo, system mein issue hai 🤔",dispute,56,6500,business loan EMI,cooperative,hyderabad,,,payment already made,,False,False
"Amit, ₹12000 ka EMI 31 din overdue. CIBIL pe impact padega. Abhi UPI se karein: rzp.io/pay. Agar nahi kiya to legal notice aapke paas jayega","Bhai, abhi kuch problem ho raha hai. Next month mein double EMI karta hoon ✅",promise_to_pay,31,12000,personal loan EMI,cooperative,mumbai,next month,24000,,problem,True,True
"Saurabh ji, ₹30000 EMI pending hai. CIBIL score ko nuksan hoga, please payment karein.","Sorry re, kal tak kar dena",refusal,23,30000,bike loan EMI,worried,mumbai,tomorrow,,,vague timeline,True,False
"Bhai ₹20000 ki EMI 41 din se pending hai. Turant payment karein, nahi toh CIBIL score par asar padega.","Yaar, abhi thoda stress hai, kal tak kar dena pakka 🙏",refusal,41,20000,credit line EMI,polite,delhi,,,,financial,True,False
"Amit ji, ₹3500 EMI due hai, re. Aapne abhi tak payment nahi kiya. CIBIL score kharab hoga.","Yeh amount galat hai, ₹5000 ka loan tha, extra charges kyun laga rahe ho?",dispute,72,3500,mobile loan EMI,angry,delhi,,,incorrect amount,billing error,True,False
"Boss ₹5500 bike loan EMI pending hai. 29 days ho gaye. Abhi payment kijiye, nahi toh late fees aur CIBIL score par impact padega.","Anna, maine paise UPI se transfer kar diye the. Aap log check karo, system mein issue ho sakta hai.",dispute,29,5500,bike loan EMI,polite,hyderabad,,,payment issue,technical issue,True,False
"Arre, ₹50000 bike loan EMI 23 din se overdue hai. Late fees lag rahi hai, CIBIL score bhi impact hoga. Thoda settlement ke liye bolein.","Sorry bhai, mere paas paisa hai. Aaj hi de deta hu, UPI se karunga. ₹2000 kam karenge?",needs_more_time,23,50000,bike loan EMI,cooperative,mumbai,today,50000,,willing to pay,True,False
"Amit ji, ₹8000 ki BNPL payment ko 52 din ho gaye hain. Ab tak ₹1500 late fees lag chuke hain. Sun, aapki CIBIL score par bura asar pad raha hai. Turant contact karein.","Bhai, kuch samajh nhi aa raha hai. Mummy hospital mein hain, 10 din mein dekhta hoon 🤕",needs_more_time,52,8000,BNPL payment,worried,delhi,10 days,,,family problem,True,False
"Deepak bhai, ₹3500 EMI 19 din overdue. Bol lijiye, kab kar rahe hain? CIBIL score impact hoga: rzp.io/pay","Bhai, kal karwa dunga. Abhi thoda busy hoon",promise_to_pay,19,3500,business loan EMI,polite,delhi,kal,3500,,busyness,True,False
"Rakesh ji aapka ₹15000 ka EMI 89 days overdue ho gaya hai. Aapki CIBIL score par asar padega. Okay ra, abhi clear karein?","🙏 Sorry anna, abhi nahi kar sakta, kuch problem hai ghar mein",refusal,89,15000,credit line EMI,worried,hyderabad,,,,personal_problem,True,False
"Namaste, sir. ₹3500 ki EMI aapke account se due hai. 52 din ho gaye, ab late fees bhi lagu hoga. UPI maadtini aap payment karein.","Mujhe lagta hai aapne galat account check kiya hai. Mera loan 4000 ka tha, aur maine 3 din pehle UPI kar diya tha.",dispute,52,3500,BNPL payment,polite,bangalore,,,incorrect amount,payment already made,False,False
"Amit ji, aapka ₹4000 ka EMI time pe nahi aaya. Late fees bhi lag gayi hai. Bol, aapko turant payment karna hoga.","Bhai, maine phone pe payment ki thi, aapke team ne galat entry ki hai.",dispute,27,4000,business loan EMI,cooperative,chennai,,,incorrect entry,,False,False
"Rohan ji, ₹5500 EMI 6 din overdue. CIBIL affect hoga. Settlement nahi hoga. UPI se abhi karein: rzp.io/pay","haan bhai, aaj hi kar dunga. Salary aane wali thi kal, but got delayed. Pakka kar dunga, abhi karta hoon",promise_to_pay,6,5500,bike loan EMI,cooperative,bangalore,aaj,5500,,delayed salary,True,False
"₹20000 EMI pending hai 8 din se. Turant payment karein, bhai. Late fees bhi lag rahi hai.","Bhai 10000 abhi bhejta hun, baaki 5 din mein pakka. Koi problem nahi hogi, bhai.",partial_payment,8,20000,business loan EMI,resigned,delhi,5 days,10000,,,False,False
"Hi boss, ₹25000 ki bike loan EMI pending hai. Aapki CIBIL score par asar padega. Definitely clear karein. https://upi.link/jkl","Sorry, abhi nahi kar sakta. Kal tak kar dena",refusal,8,25000,bike loan EMI,worried,hyderabad,tomorrow,25000,,short-term financial difficulties,True,False
"Sun, ₹12000 bike loan EMI pending hai. Poora payment karne ka kripaya karein, nahi toh legal notice aa sakta hai.","Pakka, 4500 abhi bhejta hun, baaki 20 din mein. Aur haan, settlement ke liye bhi taiyaar hun.",partial_payment,38,12000,bike loan EMI,resigned,bangalore,20,12000,,personal,False,True
Anna ₹12000 bike loan EMI clear karein please. 89 days se late fees bhi lag raha hai,entha seepu ra main court lo vellipoyanu 🤕,refusal,89,12000,bike loan EMI,angry,hyderabad,,,,none,False,False
Amit ji ₹8000 EMI kal due thi. Ab tak kuch nahi aaya. Aapki CIBIL report affect ho rahi hai. Settlement offer hai ₹6000 mein suljha lete hain. UPI se kar dein: rzp.io/pay,bekku sir ₹4000 abhi de sakte hain. Baaki ₹4000 next month transfer karta hoon,promise_to_pay,68,8000,BNPL payment,cooperative,bangalore,next month,4000,,financial,True,False
"Amit ji ₹10000 ka EMI 40 din se pending hai. Ab turant payment karein, nahi toh CIBIL score par asar padega. UPI se payment karein.","Abhi nahi kar sakta bhai, ghar pe kuch issues hai.",refusal,40,10000,business loan EMI,stressed,delhi,,,,personal,True,False
"Boss, ₹10000 ka EMI kabse pending hai? ₹500 late fees bhi lag gaya hai. Abhi UPI se payment karein, nahi to CIBIL score par impact pad sakta hai.","Sorry boss, ₹5000 abhi bhej sakta hun, baaki 10 din mein zarur karenge.",partial_payment,25,10000,credit line EMI,cooperative,hyderabad,10,5000,,,True,False
Suresh ji ₹10000 EMI pending hai. ₹5000 abhi bhej sakte hain? ⏰,"₹2000 abhi bhej sakta hun, baaki 15 tarikh ko bhejunga, bhai UPI transaction Reference number zaroor bhejna",partial_payment,2,10000,credit line EMI,desperate,bangalore,15,2000,,short_term_financial_difficulty,False,False
"Namaste sir, ₹12000 ka payment 73 din se pending hai. Aapke CIBIL score par asar pad sakta hai. UPI maadtini ₹6000 pe settlement offer karte hain.","illa bekku, main kuch din mein payment kar dunga 🙏",refusal,73,12000,BNPL payment,evasive,bangalore,,,,vague timeline,True,False
"Vikas ji ₹12000 business loan EMI 3 mahine se pending hai. Aapka CIBIL score kharab ho raha hai. Sun, aaj ₹8000 settle karein, baaki ₹4000 next week tak kar dena.","yaar business mein bahut problem chal rahi hai, turant ₹2000 kar sakta hoon, baaki ₹10000 next month double kar dunga, bol",needs_more_time,89,12000,business loan EMI,desperate,mumbai,,2000,,business_problem,True,False
Boss ₹18000 EMI due ho gaya hai. Full payment karne se late fees bach jayenge.,"Okay ra, ₹9000 abhi bhej raha hun. Baaki 20 tarikh ko pakka karenge ✅",partial_payment,3,18000,business loan EMI,cooperative,hyderabad,20 days,9000,,cash flow issue,True,False
₹10000 ki EMI 83 din se overdue hai. Aapko pata hai ki RBI guidelines ke mutabiq humein legal action lena pad sakta hai. Kay aap settlement karna chahte hain?,"Abhi nhi, next month doonga, samajh lo",needs_more_time,83,10000,credit line EMI,angry,mumbai,,,,avoidance,False,True
"Amit ji, ₹9000 EMI 40 days overdue hai. Late fees lag gayi hai, aur CIBIL score bhi affect hoga. UPI se kar dein: rzp.io/pay, nahi to settlement option discuss karna padega.","Bhai, thoda time de dijiye, main aaj hi kar dunga, salary aayi hai 🙏",promise_to_pay,40,9000,BNPL payment,worried,bangalore,today,9000,,salary delay,True,False
"Vikram ji, aapki ₹12000 EMI due ho gayi hai. Abhi tak settlement nahi hua hai. Sun, UPI se payment karein?","bhai, ghar mein problem chal rahi hai, 10 din mein zaroor kar dunga, bol CIBIL to nahi kharab hoga na? 👍",needs_more_time,2,12000,business loan EMI,worried,mumbai,10 days,12000,,personal problem,True,False
"Anna ₹8000 EMI bohot der se pending hai, CIBIL par impact ho sakta hai. Full payment karein.","boss abhi ₹4000 bhejta hun baaki 20 tarikh ko, okay ra? 😔",partial_payment,59,8000,credit line EMI,cooperative,hyderabad,20,4000,,,True,False
₹15000 ka EMI due hai 16 din se. Aapka CIBIL score impact ho raha hai. UPI se pay karein,"Sorry boss, abhi nahi kar sakta, kuch din baad kar dunga 😞",refusal,16,15000,credit line EMI,stressed,hyderabad,,,,,True,False
Bhai ₹15000 EMI overdue hai. CIBIL score kharab ho jayega agar turant payment nahi hoga.,"Kya kar sakte hain? ₹5000 abhi bhejta hun, baaki 1 mahine mein pakka.",partial_payment,61,15000,credit line EMI,desperate,delhi,30,5000,,financial,True,False
"Rahul ji, ₹6000 bike loan EMI 15 din overdue hai. UPI se payment karne par late fees maaf karwa sakte hai: rzp.io/pay","definitely, payment karwa duga, kal tak zaroor kar dunga",promise_to_pay,15,6000,bike loan EMI,desperate,hyderabad,tomorrow,6000,,no_excuse,False,False
"Arre ₹4800 ka EMI 30 din se due hai, aapne ab tak kyun nahi kiya payment?","Nako, maine 10 din pehle hi UPI se payment kar diya tha, aapke system mein lagta hai problem hai.",dispute,30,4800,credit line EMI,angry,mumbai,,,payment not reflected,system error,False,False
"Rohan ji, ₹2500 ka bike loan EMI 58 din ho gaye due. Ab tak kuch nahi aaya. UPI se kar dein: rzp.io/pay. Hum aapko settlement offer bhi kar sakte hain","sir, maine office mein baat ki thi, mere manager ko pata hai, unhone kaha hai ki wo kal pymnt kar denge",promise_to_pay,58,2500,bike loan EMI,cooperative,bangalore,tomorrow,2500,,office,False,False
"Rahul ji, ₹2200 EMI 72 days overdue. Late fees ₹500. UPI se abhi karein: rzp.io/pay","bhai kuch nahi ho sakta, abhi nahi kar sakta. Pehle 4 din mein zarur karunga 🙏",promise_to_pay,72,2200,business loan EMI,evasive,hyderabad,,,,vague timelines,False,False
"Yaar, ₹4200 bike loan EMI 51 days overdue hai. Turant payment karein.","Bhai, maine 10 din pehle UPI se payment kar diya tha. Aapke system mein lagta hai kuch gadbad hai. 😓",dispute,51,4200,bike loan EMI,polite,delhi,,,payment not updated,technical issue,False,False
"Kapil bhai, ₹5000 ka EMI miss ho gaya. Aapka CIBIL score affect ho sakta hai. turant payment karein.","Bhai, maine paise bhej diye the lekin aapke system mein delay hai. CIBIL score ke bare mein puchho mat.",dispute,65,5000,BNPL payment,desperate,delhi,null,,delayed payment,system delay,True,False
"Arre, ₹8500 EMI baki hai. 46 days ho gaye hain, aapki CIBIL score pe asar pad sakta hai. Kripya jaldi se payment karein.","Nako, maine 2 hafte pehle UPI se payment kar diya tha, aapke system mein koi gadbad hai. 😔",dispute,46,8500,credit line EMI,angry,mumbai,,,payment not updated,technical issue,True,False
" ₹6500 EMI 4 din se pending hai, late fees lag rahi hai. Aaj settle karein? UPI link bhejta hoon","Bhai sach mein paisa nhi h, hospital bill chukaane hain, 10 din mein kar dunga",needs_more_time,4,6500,mobile loan EMI,desperate,mumbai,10 days,6500,,medical_emergency,False,False
"Arre, ₹4500 bike loan EMI kal due thi, aaj tak nahi aayi. UPI se kar dein: rzp.io/pay. CIBIL score pe asar padega re, thoda jaldi karein.","Sorry bhai, kal hi office mein meeting thi, thoda busy tha. Abhi kar deta hu, thoda time lagega 🙏",promise_to_pay,23,4500,bike loan EMI,polite,mumbai,today,4500,,busy,True,False
"₹18000 EMI overdue hai. Late fees bhi lagu honge. Settlement ke liye bol rahe hain, lekin poora payment nahi hua hai. Okay ra, abhi kya plan hai?","Bhai ₹9000 abhi bhejta hun, baaki 2 hafte mein pakka karenge. Thoda time lagega, sorry.",partial_payment,28,18000,credit line EMI,cooperative,hyderabad,2 weeks,9000,,time constraint,False,False
"Pooja ji, ₹12000 credit line EMI pending hai, late fees bhi lag raha hai. Pakka settlement kar lete hain, bol kya hai?","Nahi yaar, maine kisi aur ko diya tha, wo payment kar denge",refusal,13,12000,credit line EMI,cooperative,mumbai,,,,third-party involvement,False,False
"Kya hai, Vishal ji? ₹8000 EMI due hai aur aapne ab tak kuch nahi kiya. Late fees bhi lag rahi hai.","Sorry, ₹5000 abhi bhejta hun, baaki 20 din mein. UPI se karunga.",partial_payment,28,8000,credit line EMI,worried,bangalore,20,8000,,,False,False
Rohan ji ₹10000 EMI 30 din ho gaye. Late fees ₹500 lagech hai. UPI se jaldi karein: rzp.io/pay,nako bhai thoda patient ho. kal office se baat karke batata hoon,promise_to_pay,30,10000,credit line EMI,evasive,mumbai,,,,office,False,False
"Bhai, ₹2000 ki EMI 90 din se due hai. Late fees bhi lag rahi hai. UPI se kar dein: rzp.io/pay","nahi bhai, paisa nahi hai, next month tak karta hun",promise_to_pay,90,2000,credit line EMI,evasive,delhi,next month,,,financial constraint,False,False
"Namaste Rohan ji, ₹12000 EMI 9 din ho gaye. Abhi tak payment nahi aayi. Turant UPI se kar dein: rzp.io/pay 🙏","Yaar, kal tak paka kar dunga. Aaj busy tha office mein. Sorry 🙏",promise_to_pay,9,12000,business loan EMI,polite,delhi,tomorrow,12000,,busy,False,False
"Pooja ji ₹15000 pending hai, ₹7500 abhi bhej sakte hain? UPI link: https://... , CIBIL score affect ho sakta hai.","Bhai ₹5000 abhi bhejta hun, baaki 1 mahine mein pakka, CIBIL score thik rahega na?",partial_payment,9,15000,BNPL payment,polite,bangalore,1 month,5000,,,True,False
"₹10000 EMI pending hai, kay aapko CIBIL score kharab ho sakta hai. ₹5000 abhi bhejoge to baaki ₹5000 25 tarikh ko.","Arre, ₹5000 abhi bhejta hun. Baaki 25 ko bhejunga, sorry bhai, thoda problem hai.",partial_payment,63,10000,credit line EMI,worried,mumbai,25,5000,,financial constraint,True,False
"Amit ji, ₹3500 ka bike loan EMI 79 din se pending hai. Pakka, aapko CIBIL score kharab hone se bachana hai.","Bhai maine 2 din pehle UPI kar diya tha, lekin abhi tak aapke system mein update nahi hua",dispute,79,3500,bike loan EMI,evasive,delhi,,,payment not received,technical issue,True,False
"Sir aapka ₹8500 EMI 77 din se overdue hai. Late fees lag rahi hai, aaj settle karein to 10% concession milega. UPI maadtini ₹8500 pe transaction kar sakte hain.","Sir mera business thoda slow chal raha hai, 10 din mein try karta hun bekku ₹8500 ka.",needs_more_time,77,8500,personal loan EMI,polite,bangalore,10 days,8500,,business problem,False,False
Anna ₹25000 ka EMI pending hai. Aapka CIBIL score kharaab ho sakta hai. Settlement offer hai ₹20000 meh. Okay ra?,"Sorry boss, abhi thoda time de do. Pehle kaam hai. UPI se payment kar dunga. 🙏",refusal,85,25000,business loan EMI,polite,Hyderabad,,,,delayed_payment,True,False
"Sunil ji, ₹2500 mobile loan EMI 10 din ho gaye. UPI se kar dein: rzp.io/pay. Late fees bhi bach sakte hain","sorry bhai, aaj office mein meeting thi, kal pakka kar dunga 😢",promise_to_pay,10,2500,mobile loan EMI,polite,bangalore,kal,2500,,office meeting,False,False
"Ravi ji, ₹28000 bike loan EMI 75 days overdue hai. Abhi UPI se payment karein: rzp.io/pay, nahi toh late fees bhi lage hain","boss, sorry yaar, abhi kal tak kar dunga, okay ra?",promise_to_pay,75,28000,bike loan EMI,polite,hyderabad,kal,28000,,apologetic,False,False
"Amit ji, aapke ₹7000 ki loan due hai. Bekku aap payment karein, nahin to CIBIL score par asar padega.","Yeh amount galat hai, sir. Mera loan 6000 ka tha. Extra charges kyun lagaye?",dispute,52,7000,BNPL payment,angry,bangalore,,,incorrect amount,,True,False
"Deepak ji ₹9200 ka EMI aapka 55 din se pending hai. Aapko late fees bhi dena padega, nako settlement option bhi hai. Plz UPI se payment karein.","Sorry 🙏 maine 20 din pehle UPI kar diya tha aap check karo na, system mein gadbad hai",dispute,55,9200,BNPL payment,worried,pune,,,payment_already_made,,False,False
"Rahul ji, ₹9000 EMI kal due thi. Aaj tak nahi aayi. Late fees ₹500 lag gaya. Abhi karein: rzp.io/pay","dekho sir, thoda time do. Settlement karenge, kuch kam amount par. Next week",promise_to_pay,62,9000,bike loan EMI,cooperative,bangalore,next week,,,request for settlement,False,False
"Anil ji, aapka ₹18000 mobile loan EMI 5 din se overdue hai. UPI se ₹9000 abhi bhej sakte hain?","Yaar, ₹4500 abhi bhej sakta hun, baaki 15 din mein pakka",partial_payment,5,18000,mobile loan EMI,worried,delhi,15 days,4500,,,False,False
"₹18000 EMI pending hai. Sun, CIBIL score kharab ho sakta hai","Bhai, 8000 abhi bhejta hun. Baaki 10000 kal tak bhej dunga, sorry for delay 🙏",partial_payment,79,18000,credit line EMI,cooperative,mumbai,tomorrow,10000,,personal issue,True,False
Ankit ji ₹10000 ki EMI due hai. Late fees ₹500 extra lag gaye. Settlement karne ke liye bekku call karein.,yeh settlement kya hai? maine pehle se 3000 pay kiya tha.,dispute,20,10000,mobile loan EMI,worried,bangalore,,,incorrect amount,partial payment,False,False
"Arre ₹25000 ka EMI 39 din se overdue hai, aapko late fees bhi lag raha hai. Thoda settlement chal sakta hai, lekin aapko UPI se pay karna hoga.","nako re, abhi nai kar sakta, thoda time do",refusal,39,25000,business loan EMI,evasive,mumbai,,,,time constraint,False,False
"Ankit bhai, ₹22000 ka payment 14 din ho gaya hai overdue. Sun, late fees ke saath CIBIL score par bhi asar pad sakta hai. Turant payment karein.","Bhai, ₹11000 abhi hi ho payega. Baaki 15 tarikh ko pakka karta hun.",partial_payment,14,22000,BNPL payment,resigned,delhi,15 tarikh ko,11000,,financial constraint,True,False
"Ramesh ji ₹22000 baki hai, 57 din ho gaye hain. UPI se payment karein ya phir CIBIL par impact padega.","yaar mujhe thoda time do, abhi nahi kar sakta 🤕 😢",refusal,57,22000,personal loan EMI,worried,delhi,,,,time constraint,True,False
"Rohan bhai ₹19000 bike loan EMI pending hai. Turant payment karein, nahi toh CIBIL score kharab hoga. UPI: https://...","Bhai sorry, kuch din baad kar dunga. Abhi kuch problem ho raha hai 🤕",refusal,2,19000,bike loan EMI,resigned,delhi,,,,health issue,True,False
"Rahul ji, 3rd reminder — ₹9500 bike loan EMI 33 din overdue hai. Settlement offer samapth hone wali hai. Abhi karein: rzp.io/pay. CIBIL score par asar padega.","bhai, sorry. Kal salary aayegi, usse pehle transfer karwaunga. Pakka, bhai.",promise_to_pay,33,9500,bike loan EMI,polite-firm,delhi,tomorrow,9500,,,True,False
"Boss ₹9200 EMI due hai, 29 din ho gaye, aapko late fees bhi dena padega","Anna, yeh amount galat hai, mere loan ke documents check karo 😢",dispute,29,9200,bike loan EMI,desperate,hyderabad,,,incorrect amount,,False,False
"Boss ₹5500 due hai, 73 days ho gaye. Definitely payment karein, CIBIL score affect ho sakta hai","Mere paas paise nahi hai, aap log late fees kyun charge karte ho? Main 1 week mein payment kar dunga",dispute,73,5500,bike loan EMI,evasive,hyderabad,1 week,,late fees,financial difficulty,True,False
"Kay ₹5200 due hai, aapko settlement offer karte hai. Abhi payment karein.","Arre thoda time do re, maine 2-3 din mein payment kar dunga.",dispute,28,5200,mobile loan EMI,polite-firm,mumbai,2-3 days,,,request for time,False,False
"Ramesh ji ₹50000 pending hai. Settlement offer hai, lekin turant payment karna hoga.","Bhai 9000 abhi bhejta hun, baaki 10 tarikh ko pakka. Late fees maaf karein 🙏",partial_payment,81,50000,credit line EMI,cooperative,delhi,10 tarikh,50000,,financial,False,False
"Sandeep sir, ₹3200 ki EMI 17 din ho gaye. Bekku payment karein, CIBIL score impact hoga. UPI se: gpay.co/pay","sori sir, kal office mein busy tha, aaj shaam ko transfer karwaunga 🙏",promise_to_pay,17,3200,mobile loan EMI,polite,bangalore,today,3200,,busy,True,False
"Rahul ji, ₹4200 ka BNPL payment 78 din ho gaye overdue. Aapko late fees bhi dena hoga. Hum settlement offer karte hain, aapko 8% discount milega. UPI se kar sakte hain: rzp.io/pay","Re, bhi maine thoda time lene ke liye bola tha, abhi kar dunga 🙏",promise_to_pay,78,4200,BNPL payment,resigned,mumbai,,4200,,time_extension,False,False
"Arre, ₹50000 EMI due hai 47 din se. Nako kuch kijiye, CIBIL affect ho jayega.","Maine UPI se 3 din pehle payment kar diya tha, aapke system mein thoda issue hai.",dispute,47,50000,credit line EMI,worried,mumbai,,,payment issue,technical issue,True,False
"Vijay ji ₹11000 ke EMI ke liye 12 din ho gaye hain. Aapka CIBIL score affect ho sakta hai, aap bekku karein.","Yaar mere business mein thoda problem chal raha hai, next month double kar dunga, abhi toh paisa nahi hai",needs_more_time,12,11000,BNPL payment,polite,bangalore,next month,22000,,business_problem,True,False
"Rahul ji, aapka ₹8000 personal loan EMI 75 days overdue hai. Full payment karein, nahi toh late fees lag sakti hai.","Re bhai, CIBIL score kharab ho jayega na? 4000 abhi bhejta hun, baaki 1 hafte mein pakka.",partial_payment,75,8000,personal loan EMI,worried,mumbai,7,4000,,credit score concern,True,False
"Arre Ramesh ji, ₹15000 personal loan EMI 75 days overdue hai. Poora payment karne ki kripa karein.","Nako bhai, thoda time do. 6000 abhi bhejta hun, baaki 15 tarikh ko pakka.",partial_payment,75,15000,personal loan EMI,cooperative,mumbai,15,15000,,time constraint,False,False
"Sunita ji, aapka ₹11000 EMI 27 days overdue hai. Late fees ₹500 ho gayi hai. Aapka CIBIL score impact hoga. Kay aap payment karengi?","Mujhe pata hai, abhi thoda busy hun, kal kar deti hun 🙏",refusal,27,11000,credit line EMI,worried,pune,kal,11000,,busy,True,False
"Hi sir, ₹3500 EMI 10 din ho gaye. Abhi UPI se kar dein: rzp.io/pay. Late fees bhi lag rahi hai","illa maaf kijiye, kal office se baahar tha, aaj hi kar duga",promise_to_pay,10,3500,credit line EMI,polite,bangalore,today,3500,,personal,False,False
"Rohan bhai, aapka ₹25000 business loan EMI 12 din se pending hai. Turant payment karne ki request hai. UPI se payment link bhej raha hun.","Yaar, abhi thoda time de do. Kal payment kar dunga 🙏",refusal,12,25000,business loan EMI,polite,delhi,tomorrow,25000,,delay,False,False
"Divya ji ₹10000 EMI overdue hai. ₹4000 abhi bhejo, baaki ₹6000 10 din mein, nahi to legal action ho sakta hai","Sir ₹2000 abhi bhej raha hun, baaki ₹8000 15 din mein bejoonga, aap illa settlement karwa do",partial_payment,60,10000,business loan EMI,worried,bangalore,15,8000,late fees,financial difficulties,False,True
"₹4500 EMI due ho gaya hai, sir. Settlement ke liye bekku?","bhai abhi 9000 de sakta hun, illa 10 tarikh ko baaki, koi settlement ho sakta hai kya?",partial_payment,19,4500,BNPL payment,desperate,bangalore,10,4500,,,True,False
"Anna ₹20000 ka mobile loan EMI pending hai, 17 din se late hai. Please jaldi se clear karein, late fees bhi lag raha hai","Mujhe pata hai, thoda time lagega. Abhi kuch din aur de do, okay? 🙏🙏",refusal,17,20000,mobile loan EMI,resigned,hyderabad,,,,unspecified,False,False
